Molecule ChEMBL ID,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,IC50_nM,pIC50,Smiles
CHEMBL4112528,IC50,'=',1200,nM,5.92,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1200,5.92,O=c1[nH]c(N[C@@H]2c3ccccc3C[C@@H]2O)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL482709,IC50,'=',1189,nM,5.92,CHEMBL956501,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150395,1189,5.92,c1ccn2c(-c3ccnc(OC4CCNCC4)n3)cnc2c1
CHEMBL4069378,IC50,'=',1200,nM,5.92,CHEMBL4022135,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4020773,1200,5.92,Cc1cc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2cc1C
CHEMBL4462969,IC50,'=',1200,nM,5.92,CHEMBL4359943,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4359811,1200,5.92,CC1(C)Cc2cc(NC(=O)c3cnn4cc(C(F)F)cnc34)c(N3CCOCC3)cc2O1
CHEMBL3922728,IC50,'=',1224,nM,5.91,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1224,5.91,O=C(Nc1ccccc1-c1ccccc1)c1cnn2cccnc12
CHEMBL2022711,IC50,'=',1219,nM,5.91,CHEMBL2024840,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2021851,1219,5.91,Cc1cn2c(-c3cnn(CC(=O)Nc4ccncc4F)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1
CHEMBL4109716,IC50,'=',1271,nM,5.9,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1271,5.9,Cc1cnc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)s1
CHEMBL4460458,IC50,'=',1300,nM,5.89,CHEMBL4359943,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4359811,1300,5.89,O=C(Nc1cc2ccc(N3CCOCC3)nc2cc1N1CCCCC1)c1cnn2cccnc12
CHEMBL256513,IC50,'=',1300,nM,5.89,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,1300,5.89,NCCCNc1cccc(-c2cnc3ccccn23)n1
CHEMBL4113534,IC50,'=',1300,nM,5.89,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1300,5.89,CC(C)(C)c1ccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc2c1
CHEMBL4749646,IC50,'=',1400,nM,5.85,CHEMBL4729447,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4725370,1400,5.85,CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)N5CCC(CCN6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)CC5)CC4)CC3)c12
CHEMBL2022373,IC50,'=',1423,nM,5.85,CHEMBL2024840,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2021851,1423,5.85,Cc1cn2c(-c3cnn(CC(=O)Nc4cccc(F)c4F)c3)cnc2c(Nc2cc(CN3CCCCC3)ns2)n1
CHEMBL4111756,IC50,'=',1400,nM,5.85,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1400,5.85,CCN1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1
CHEMBL3951642,IC50,'=',1459,nM,5.84,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1459,5.84,CC(C)(CCO)Oc1ccc(Cl)cc1NC(=O)c1csc2cncnc12
CHEMBL4526990,IC50,'=',1449,nM,5.84,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,1449,5.84,Cn1cc(NC(=O)c2ccnc(-c3ccnc(NCC4CC4)c3)c2)c(C(N)=O)n1
CHEMBL3622186,IC50,'=',1487,nM,5.83,CHEMBL3625600,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3621203,1487,5.83,O=c1[nH]c(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1
CHEMBL3923938,IC50,'=',1471,nM,5.83,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1471,5.83,NC1CCC(Oc2ccc(Cl)cc2NC(=O)c2csc3cncnc23)CC1
CHEMBL4789126,IC50,'=',1488,nM,5.83,CHEMBL4672980,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4665913,1488,5.83,O=C(Nc1ccc2nc(N3CCOCC3)oc2c1)c1cccc(-c2ccncc2)n1
CHEMBL4111811,IC50,'=',1474,nM,5.83,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1474,5.83,Cc1cccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)n1
CHEMBL4291706,IC50,'=',1513.56,nM,5.82,CHEMBL4266468,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4265877,1513.56,5.82,CN(C)[C@H]1CC[C@H](Nc2ncnn3cccc23)CC1
CHEMBL206991,IC50,'=',1500,nM,5.82,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,1500,5.82,COc1ccc2[nH]c(NC(=O)c3cccc([N+](=O)[O-])c3)nc2c1
CHEMBL4758114,IC50,'=',1500,nM,5.82,CHEMBL4689491,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4680358,1500,5.82,CCc1noc(-c2cnc(Nc3ccc4c(c3)C(C)(C)OC4=O)nc2N[C@H](CO)c2ccccc2)n1
CHEMBL3927810,IC50,'=',1503,nM,5.82,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1503,5.82,O=C(Nc1cc(Cl)ccc1N1CCCCCC1)c1cnn2cccnc12
CHEMBL3929326,IC50,'=',1521,nM,5.82,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1521,5.82,O=C(Nc1cc(Cl)ccc1OC1CCC(O)C1)c1csc2cncnc12
CHEMBL4069060,IC50,'=',1500,nM,5.82,CHEMBL4026982,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4024763,1500,5.82,Cc1sc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2c1C
CHEMBL3975370,IC50,'=',1553,nM,5.81,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1553,5.81,Cc1ncoc1COc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12
CHEMBL3977526,IC50,'=',1600,nM,5.8,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1600,5.8,CN(C)CCNc1nc(N2CCOCC2)[nH]c(=O)c1-c1ccc2ccccc2n1
CHEMBL4545955,IC50,'=',1582,nM,5.8,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,1582,5.8,Cn1cc(NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)c(C(=O)Nc2cncnc2)n1
CHEMBL4096351,IC50,'=',1600,nM,5.8,CHEMBL4026982,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4024763,1600,5.8,Cc1cc2c(N[C@H]3CC[C@H](N(C)C)CC3)ncnc2s1
CHEMBL257366,IC50,'=',1600,nM,5.8,CHEMBL936449,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1143094,1600,5.8,O=C(Nc1ccccc1Cl)c1cccc(-c2ccn[nH]2)n1
CHEMBL3903386,IC50,'=',1600,nM,5.8,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1600,5.8,O=c1[nH]c(N2CCOCC2)nc(NCC2CCCCN2)c1-c1nc2ccccc2s1
CHEMBL3902184,IC50,'=',1600,nM,5.8,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1600,5.8,CCN1CCCC1CNc1nc(N2CCOCC2)[nH]c(=O)c1-c1ccc2ccccc2n1
CHEMBL3974245,IC50,'=',1600,nM,5.8,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1600,5.8,CN(C)CCNc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1
CHEMBL4763127,IC50,'=',1600,nM,5.8,CHEMBL4678083,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4673322,1600,5.8,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)cc(C#N)c2n1
CHEMBL3922067,IC50,'=',1633,nM,5.79,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1633,5.79,COc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12
CHEMBL3946035,IC50,'=',1619,nM,5.79,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1619,5.79,COc1cc(C(=O)NCCO)ccc1NC(=O)c1csc2cncnc12
CHEMBL4570872,IC50,'=',1605,nM,5.79,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,1605,5.79,Cn1cc(NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)c(C(=O)NCc2ncc[nH]2)n1
CHEMBL4789200,IC50,'=',1700,nM,5.77,CHEMBL4689491,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4680358,1700,5.77,CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nc(-c5ccncc5)no4)c(N[C@H](CO)c4ccccc4)n3)cc21
CHEMBL3622187,IC50,'=',1688,nM,5.77,CHEMBL3625600,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3621203,1688,5.77,O=c1[nH]c(OC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL4115332,IC50,'=',1691,nM,5.77,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1691,5.77,C[C@@H]1COCCN1c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1
CHEMBL3963673,IC50,'=',1700,nM,5.77,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1700,5.77,O=c1[nH]c(N2CCOCC2)nc(NCC(O)CO)c1-c1ccc2ccccc2n1
CHEMBL4109106,IC50,'=',1693,nM,5.77,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1693,5.77,CC1(Nc2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCC1
CHEMBL3946413,IC50,'=',1710,nM,5.77,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1710,5.77,COCCOc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12
CHEMBL4283847,IC50,'=',1778.28,nM,5.75,CHEMBL4266468,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4265877,1778.28,5.75,CN(C)[C@H]1CC[C@H](Nc2ncnc3cc[nH]c23)CC1
CHEMBL4072239,IC50,'=',1800,nM,5.75,CHEMBL4047622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043252,1800,5.75,NC(=O)c1cnc(Nc2ccccc2)cc1NCc1ccccc1
CHEMBL1270399,IC50,'=',1800,nM,5.75,CHEMBL1272500,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1268847,1800,5.75,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@@H](C)O[C@@H](C)C3)ns2)n1
CHEMBL4112749,IC50,'=',1791,nM,5.75,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1791,5.75,O=c1[nH]c(NC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1cscn1
CHEMBL4107335,IC50,'=',1802,nM,5.74,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1802,5.74,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2o1
CHEMBL3900669,IC50,'=',1803,nM,5.74,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1803,5.74,O=c1[nH]c(N2CCOCC2)nc(NC2CCCC(O)C2)c1-c1nc2ccccc2s1
CHEMBL4115048,IC50,'=',1830,nM,5.74,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1830,5.74,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nccs1
CHEMBL402079,IC50,'=',1880,nM,5.73,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,1880,5.73,NC1CCN(c2cccc(-c3cnc4ccccn34)n2)CC1
CHEMBL482522,IC50,'=',1934,nM,5.71,CHEMBL956501,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150395,1934,5.71,c1cc(NC2CCNCC2)nc(-c2cncc3ccccc23)c1
CHEMBL208166,IC50,'=',2000,nM,5.7,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,2000,5.7,O=C(Nc1nc2ccccc2n1CCC1CCC1)c1cccc([N+](=O)[O-])c1
CHEMBL4114568,IC50,'=',2000,nM,5.7,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,2000,5.7,O=c1[nH]c(NC2CCNC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL4073229,IC50,'=',2000,nM,5.7,CHEMBL4047622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043252,2000,5.7,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1c2ccccc2C[C@@H]1O
CHEMBL3983202,IC50,'=',2000,nM,5.7,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,2000,5.7,CCN1CCCC1CNc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1
CHEMBL209716,IC50,'=',2000,nM,5.7,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,2000,5.7,CCCCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21
CHEMBL210366,IC50,'=',2000,nM,5.7,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,2000,5.7,CCOCCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21
CHEMBL4109721,IC50,'=',2000,nM,5.7,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,2000,5.7,O=c1[nH]c(N2CCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL210822,IC50,'=',2000,nM,5.7,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,2000,5.7,CCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21
CHEMBL3937694,IC50,'=',2047,nM,5.69,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2047,5.69,O=C(Nc1cc(Cl)ccc1-c1cccc(O)c1)c1cnn2cccnc12
CHEMBL3937006,IC50,'=',2062,nM,5.69,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2062,5.69,COc1ccc(Cl)cc1NC(=O)c1csc2cnc(NCCCO)nc12
CHEMBL3601084,IC50,'=',2107,nM,5.68,CHEMBL3603417,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3600286,2107,5.68,Cc1cc(Nc2ncc(-c3cncs3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc(C)n1
CHEMBL4104133,IC50,'=',2087,nM,5.68,CHEMBL4015944,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4014327,2087,5.68,CC(C)Oc1cc2ccccc2cc1C(N)=O
CHEMBL3586499,IC50,'=',2100,nM,5.68,CHEMBL3588639,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3585289,2100,5.68,Cc1cccc(-n2nc(C3CCN(S(C)(=O)=O)CC3)cc2NC(=O)c2cnn3cccnc23)c1
CHEMBL3928663,IC50,'=',2144,nM,5.67,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2144,5.67,COc1ccc(Br)cc1NC(=O)c1cnn2cccnc12
CHEMBL3923236,IC50,'=',2203,nM,5.66,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2203,5.66,CN(CCO)c1ccc(Cl)cc1NC(=O)c1cnn2cccnc12
CHEMBL3959696,IC50,'=',2200,nM,5.66,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2200,5.66,COc1ccc(Cl)cc1NC(=O)c1csc2cncnc12
CHEMBL3976959,IC50,'=',2200,nM,5.66,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,2200,5.66,O=c1[nH]c(N2CCOCC2)nc(NCCN2CCC(O)CC2)c1-c1ccc2ccccc2n1
CHEMBL3906814,IC50,'=',2200,nM,5.66,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,2200,5.66,O=c1[nH]c(N2CCOCC2)nc(NCCN2CCCC2)c1-c1nc2ccccc2s1
CHEMBL1439445,IC50,'=',2200,nM,5.66,CHEMBL3588639,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3585289,2200,5.66,Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2ccccc2)n1
CHEMBL4435482,IC50,'=',2197,nM,5.66,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,2197,5.66,CN(C)CCCCCNC(=O)c1nn(C)cc1NC(=O)c1cccc(-c2ccnc(NCC3CC3)c2)n1
CHEMBL4111135,IC50,'=',2261,nM,5.65,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,2261,5.65,O=c1[nH]c(NC2CCC2)nc(N[C@@H]2CC[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL3933884,IC50,'=',2253,nM,5.65,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2253,5.65,O=C(Nc1cc(Cl)ccc1OC1CCC(O)CC1)c1cnn2cc(CO)cnc12
CHEMBL3940306,IC50,'=',2256,nM,5.65,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2256,5.65,COc1cc(C(N)=O)ccc1NC(=O)c1cnn2cccnc12
CHEMBL4109251,IC50,'=',2246,nM,5.65,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,2246,5.65,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(OC(F)(F)F)cc2)cs1
CHEMBL3950976,IC50,'=',2221,nM,5.65,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2221,5.65,O=C(Nc1cc(Cl)ccc1Oc1ccc(O)cc1)c1cnn2cccnc12
CHEMBL3982737,IC50,'=',2237,nM,5.65,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2237,5.65,COc1ccc(Cl)cc1NC(=O)c1csc2cnc(NCCO)nc12
CHEMBL3957438,IC50,'=',2226,nM,5.65,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2226,5.65,CC[C@@H](CO)Nc1ncc2scc(C(=O)Nc3cc(Cl)ccc3OC)c2n1
CHEMBL3893767,IC50,'=',2311,nM,5.64,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2311,5.64,O=C(Nc1cc(Cl)ccc1OC[C@@H](O)CO)c1cnn2cccnc12
CHEMBL4112188,IC50,'=',2300,nM,5.64,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,2300,5.64,NC(=O)CNc1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1
CHEMBL3955381,IC50,'=',2280,nM,5.64,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2280,5.64,CC(C)COc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12
CHEMBL3927769,IC50,'=',2310,nM,5.64,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2310,5.64,O=C(Nc1nc2ccccc2n1CCCO)c1csc2cncnc12
CHEMBL3622524,IC50,'=',2429,nM,5.62,CHEMBL3625600,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3621203,2429,5.62,O=C1NCCCC[C@H]1Nc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1
CHEMBL3969172,IC50,'=',2419,nM,5.62,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2419,5.62,COCCCOc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12
CHEMBL407821,IC50,'=',2400,nM,5.62,CHEMBL936449,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1143094,2400,5.62,O=C(Nc1ccc(N2CCCCC2)cc1)c1csc(-c2cccnc2)n1
CHEMBL4079819,IC50,'=',2400,nM,5.62,CHEMBL4026982,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4024763,2400,5.62,Cc1csc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12
CHEMBL4112080,IC50,'=',2403,nM,5.62,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,2403,5.62,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(C(F)(F)F)cn2)cs1
CHEMBL3586491,IC50,'=',2400,nM,5.62,CHEMBL3588639,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3585289,2400,5.62,Cc1ccc(-n2nc(C3CCCCC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3913349,IC50,'=',2465,nM,5.61,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2465,5.61,O=C(Nc1cc(Cl)ccc1N1CCCC(CO)C1)c1cnn2nccnc12
CHEMBL3941333,IC50,'=',2452,nM,5.61,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2452,5.61,O=C(Nc1cc(Cl)ccc1OCCCO)c1csc2cncnc12
